Japanese Name,English Name,Chat Command,Reboot Human,Reboot Human Hash,Reboot Cast Male,Reboot Cast Male Hash,Reboot Cast Female,Reboot Cast Female Hash,Reboot Fig,Reboot Fig Hash,Reboot VFX,Reboot VFX Hash,Gender (Blank usually follows previous)
武器を構える,Weapon Stance,weaponsetup,character/motion/lobby_action/pl_la_2030_2030shakeoff_m_std.ice,31\da6e672b0e037e35ccbd114a11e09b,character/motion/lobby_action/pl_la_2030_2030shakeoff_m_cam.ice,14\de4289c274a023a108c5dcb1b803ee,character/motion/lobby_action/pl_la_2030_2030shakeoff_m_caf.ice,b4\1614152846afe694d47a90cee1318d,character/motion/lobby_action/pl_la_2030_2030shakeoff_m_base.ice,c7\fba29d69eb6974e43a7508f85ea4cb,character/motion/lobby_action/,,
武器を構える,Weapon Stance,,character/motion/lobby_action/pl_la_2030_2030shakeoff_m_pre_std.ice,,character/motion/lobby_action/pl_la_2030_2030shakeoff_m_pre_cam.ice,,character/motion/lobby_action/pl_la_2030_2030shakeoff_m_pre_caf.ice,,character/motion/lobby_action/pl_la_2030_2030shakeoff_m_pre_base.ice,,character/motion/lobby_action/,,
武器を構える,Weapon Stance,,character/motion/lobby_action/pl_la_2030_2030shakeoff_f_std.ice,17\8f76a5c694619da6824bc1d93cbca5,character/motion/lobby_action/pl_la_2030_2030shakeoff_f_cam.ice,1b\33988d1127ba84222fb9e61c4f913c,character/motion/lobby_action/pl_la_2030_2030shakeoff_f_caf.ice,d9\750869cd081e6624c8baceb7b3b1a5,character/motion/lobby_action/pl_la_2030_2030shakeoff_f_base.ice,11\9a42d76b05ada0d6b4c9423c1d81c0,character/motion/lobby_action/,,
武器を構える,Weapon Stance,,character/motion/lobby_action/pl_la_2030_2030shakeoff_f_pre_std.ice,,character/motion/lobby_action/pl_la_2030_2030shakeoff_f_pre_cam.ice,,character/motion/lobby_action/pl_la_2030_2030shakeoff_f_pre_caf.ice,,character/motion/lobby_action/pl_la_2030_2030shakeoff_f_pre_base.ice,,character/motion/lobby_action/,,
戦闘準備,Preparing for Battle,preparation,character/motion/lobby_action/pl_la_2160_2160preparation_m_std.ice,ba\c0837d15fe518d93c3c3510d6feb34,character/motion/lobby_action/pl_la_2160_2160preparation_m_cam.ice,8f\49f6d6c6f120323c3c585804271118,character/motion/lobby_action/pl_la_2160_2160preparation_m_caf.ice,fe\d8379800b41faddc3299ba108b833d,character/motion/lobby_action/pl_la_2160_2160preparation_m_base.ice,49\ef7f28127d6c878dca982bc5c9e5fa,character/motion/lobby_action/,,
戦闘準備,Preparing for Battle,,character/motion/lobby_action/pl_la_2160_2160preparation_f_std.ice,ca\81e07d0626eeb4339cf34c1f5751e0,character/motion/lobby_action/pl_la_2160_2160preparation_f_cam.ice,7d\1387f406309df3f4565fc2b9f414ac,character/motion/lobby_action/pl_la_2160_2160preparation_f_caf.ice,6b\fb2dab166785737c3de2437b2fd602,character/motion/lobby_action/pl_la_2160_2160preparation_f_base.ice,2a\0939cc935b6ef029efbf855f65d2ea,character/motion/lobby_action/,,
膝枕をしてもらう,Receive a Lap Pillow,lappillow,character/motion/lobby_action/pl_la_2098_layinglap_m_std.ice,78\5f599c5f0ddce3778dfa4731fa2ed0,character/motion/lobby_action/pl_la_2098_layinglap_m_cam.ice,ac\7da8fee262814381e91dd7401846ec,character/motion/lobby_action/pl_la_2098_layinglap_m_caf.ice,23\73ea772591cdeffd79bce2a034270f,character/motion/lobby_action/pl_la_2098_layinglap_m_base.ice,2f\2262eee3ddf59362234b13dd5a2a0c,character/motion/lobby_action/,,
膝枕をしてもらう,Receive a Lap Pillow,,character/motion/lobby_action/pl_la_2098_layinglap_m_hsi1_std.ice,b8\53aa110243ff2c7de878f1922e1f7e,character/motion/lobby_action/pl_la_2098_layinglap_m_hsi1_cam.ice,32\4057e3debd77c63904741e03572929,character/motion/lobby_action/pl_la_2098_layinglap_m_hsi1_caf.ice,99\bd771f87d6dc129b5a8d4e34960ae4,character/motion/lobby_action/pl_la_2098_layinglap_m_hsi1_base.ice,5a\c6a42053752be11484010740a301d1,character/motion/lobby_action/,,
膝枕をしてもらう,Receive a Lap Pillow,,character/motion/lobby_action/pl_la_2098_layinglap_m_hsi2_std.ice,50\1468ba6aaa80cea07e6e3e873a4b38,character/motion/lobby_action/pl_la_2098_layinglap_m_hsi2_cam.ice,bf\4c9190365fddf79acddd7e39b2dfa1,character/motion/lobby_action/pl_la_2098_layinglap_m_hsi2_caf.ice,dc\b587d64d2f81268391c1ad0d867e56,character/motion/lobby_action/pl_la_2098_layinglap_m_hsi2_base.ice,f2\fecd5ac715fcd3772eed9e44e2c029,character/motion/lobby_action/,,
膝枕をしてもらう,Receive a Lap Pillow,,character/motion/lobby_action/pl_la_2098_layinglap_f_std.ice,a9\007bd515557001b940aee1a36bf36b,character/motion/lobby_action/pl_la_2098_layinglap_f_cam.ice,2f\22ad10f21bb916cadd13ea54972351,character/motion/lobby_action/pl_la_2098_layinglap_f_caf.ice,a5\0f5b394737be82d4821f6f72425ba0,character/motion/lobby_action/pl_la_2098_layinglap_f_base.ice,76\5c23720d808a84fe96896627fdbe29,character/motion/lobby_action/,,
膝枕をしてもらう,Receive a Lap Pillow,,character/motion/lobby_action/pl_la_2098_layinglap_f_hsi1_std.ice,c5\31499e129e2ff060692aa9a462b84b,character/motion/lobby_action/pl_la_2098_layinglap_f_hsi1_cam.ice,0e\ef57a79d5cc8ac751176cb7bb838cd,character/motion/lobby_action/pl_la_2098_layinglap_f_hsi1_caf.ice,b1\438b378fca51f9bd09617f2b6ffb3d,character/motion/lobby_action/pl_la_2098_layinglap_f_hsi1_base.ice,f6\d41ce6e148e0f353ffc0131697a9b0,character/motion/lobby_action/,,
膝枕をしてもらう,Receive a Lap Pillow,,character/motion/lobby_action/pl_la_2098_layinglap_f_hsi2_std.ice,d5\47a905ea212ed34b37a256409be048,character/motion/lobby_action/pl_la_2098_layinglap_f_hsi2_cam.ice,25\1fc5559a1caf2573cd59d1c8d61bdc,character/motion/lobby_action/pl_la_2098_layinglap_f_hsi2_caf.ice,dc\ab78450f76080f71031d8e71475c6d,character/motion/lobby_action/pl_la_2098_layinglap_f_hsi2_base.ice,0d\3eefee7491ab8d1326190836424eb1,character/motion/lobby_action/,,
オーバーロード,Overlord,OVERLORD,character/motion/lobby_action/pl_la_2200_ovl_m_std.ice,2e\789c359854e2c4de89d75e41ef2e3a,character/motion/lobby_action/pl_la_2200_ovl_m_cam.ice,b9\ead52aab817f12c57b64a74837a260,character/motion/lobby_action/pl_la_2200_ovl_m_caf.ice,66\a9f9292849a4f0c4d71f5bec45e5d5,character/motion/lobby_action/pl_la_2200_ovl_m_base.ice,dd\c120a8033b0669fbebf7ba4d6c49de,character/motion/lobby_action/pl_la_2200_ovl_f_vfx.ice,fa\cd4be7828c7b09a6e5c6f3275bcb2d,
オーバーロード,Overlord,,character/motion/lobby_action/pl_la_2200_ovl_f_std.ice,ed\812d380160ad976ad5b9aef49b57bf,character/motion/lobby_action/pl_la_2200_ovl_f_cam.ice,86\a2e19b854664db8fc865de79ad14f6,character/motion/lobby_action/pl_la_2200_ovl_f_caf.ice,df\4f395a78d07a62bdd8221944b5120f,character/motion/lobby_action/pl_la_2200_ovl_f_base.ice,61\79c905f6ab447f56428d00d3392a7a,character/motion/lobby_action/pl_la_2200_ovl_f_vfx.ice,fa\cd4be7828c7b09a6e5c6f3275bcb2d,
オーバーロード,Overlord,,character/motion/lobby_action/pl_la_2200_ovl_f_pre_std.ice,,character/motion/lobby_action/pl_la_2200_ovl_f_pre_cam.ice,,character/motion/lobby_action/pl_la_2200_ovl_f_pre_caf.ice,,character/motion/lobby_action/pl_la_2200_ovl_f_pre_base.ice,,character/motion/lobby_action/pl_la_2200_ovl_f_vfx.ice,fa\cd4be7828c7b09a6e5c6f3275bcb2d,
Lenovo,Lenovo,Lenovo,character/motion/lobby_action/pl_la_2171_lnpose_m_std.ice,02\2056721ac10e764db865960759429c,character/motion/lobby_action/pl_la_2171_lnpose_m_cam.ice,5a\7a035598e034c6b0e96abcb7b27f97,character/motion/lobby_action/pl_la_2171_lnpose_m_caf.ice,33\812f241e07f6b4b24ba1f8fba09c9e,character/motion/lobby_action/pl_la_2171_lnpose_m_base.ice,d9\cfc3c8b3193245010f3d48bd879fe8,character/motion/lobby_action/pl_la_2171_lnpose_f_vfx.ice,ee\3c0669ae1b06287e923982c0d7425c,
Lenovo,Lenovo,,character/motion/lobby_action/pl_la_2171_lnpose_m_pre_std.ice,,character/motion/lobby_action/pl_la_2171_lnpose_m_pre_cam.ice,,character/motion/lobby_action/pl_la_2171_lnpose_m_pre_caf.ice,,character/motion/lobby_action/pl_la_2171_lnpose_m_pre_base.ice,,character/motion/lobby_action/pl_la_2171_lnpose_f_vfx.ice,ee\3c0669ae1b06287e923982c0d7425c,
Lenovo,Lenovo,,character/motion/lobby_action/pl_la_2171_lnpose_m_hsi1_std.ice,05\dc272be1c40739cd7294f648d1325d,character/motion/lobby_action/pl_la_2171_lnpose_m_hsi1_cam.ice,0f\7aca29439628f270987fdf79d8c605,character/motion/lobby_action/pl_la_2171_lnpose_m_hsi1_caf.ice,b9\5526b988500c3b1d4ef14825fa9dc8,character/motion/lobby_action/pl_la_2171_lnpose_m_hsi1_base.ice,e1\ab695d001c893c85e163e56ca98e41,character/motion/lobby_action/pl_la_2171_lnpose_f_vfx.ice,ee\3c0669ae1b06287e923982c0d7425c,
Lenovo,Lenovo,,character/motion/lobby_action/pl_la_2171_lnpose_m_hsi1_pre_std.ice,,character/motion/lobby_action/pl_la_2171_lnpose_m_hsi1_pre_cam.ice,,character/motion/lobby_action/pl_la_2171_lnpose_m_hsi1_pre_caf.ice,,character/motion/lobby_action/pl_la_2171_lnpose_m_hsi1_pre_base.ice,,character/motion/lobby_action/pl_la_2171_lnpose_f_vfx.ice,ee\3c0669ae1b06287e923982c0d7425c,
Lenovo,Lenovo,,character/motion/lobby_action/pl_la_2171_lnpose_f_std.ice,b0\450015c9af5561bf5ee7176a85e431,character/motion/lobby_action/pl_la_2171_lnpose_f_cam.ice,c9\14f3f41adb918fb5f57eea77d8159f,character/motion/lobby_action/pl_la_2171_lnpose_f_caf.ice,f5\932cb4c25d2c6555ccd7cfe886fe18,character/motion/lobby_action/pl_la_2171_lnpose_f_base.ice,dc\c82312b4f80be2bd931f5c58c77e17,character/motion/lobby_action/pl_la_2171_lnpose_f_vfx.ice,ee\3c0669ae1b06287e923982c0d7425c,
とじひらき３,Open & Close 3,openandclose3_l,character/motion/lobby_action/pl_la_2193_2193fopenclose_l_m_std.ice,31\9709341606a81bb27ee103c0ed0f2d,character/motion/lobby_action/pl_la_2193_2193fopenclose_l_m_cam.ice,06\bb74fa6fe9101abf5b3b29a342f6c7,character/motion/lobby_action/pl_la_2193_2193fopenclose_l_m_caf.ice,10\23d7383508f435dfa57195a1a91f2a,character/motion/lobby_action/pl_la_2193_2193fopenclose_l_m_base.ice,19\226f4cd776e31fadac46aeb83bb129,character/motion/lobby_action/,,Male
とじひらき３,Open & Close 3,,character/motion/lobby_action/pl_la_2193_2193fopenclose_l_f_std.ice,81\0b929675c82ad47531f77f4014cd2d,character/motion/lobby_action/pl_la_2193_2193fopenclose_l_f_cam.ice,bf\292ad051e1346916219fed73d0263a,character/motion/lobby_action/pl_la_2193_2193fopenclose_l_f_caf.ice,cb\f430e92c7984c94fb131f9ad4ac339,character/motion/lobby_action/pl_la_2193_2193fopenclose_l_f_base.ice,f9\46d727b3208e422e0564d47688d531,character/motion/lobby_action/,,Female
とじひらき３,Open & Close 3,openandclose3_r,character/motion/lobby_action/pl_la_2193_2193fopenclose_r_m_std.ice,dd\779f6c0c50e1a7312030e597eb8a8c,character/motion/lobby_action/pl_la_2193_2193fopenclose_r_m_cam.ice,cb\dd6c4a838e3a0a0e225cdf3a1780eb,character/motion/lobby_action/pl_la_2193_2193fopenclose_r_m_caf.ice,00\589c6e26291e4beb1be7c9b63924a2,character/motion/lobby_action/pl_la_2193_2193fopenclose_r_m_base.ice,69\047cd304a35d531b90f9c34e19e353,character/motion/lobby_action/,,Male
とじひらき３,Open & Close 3,,character/motion/lobby_action/pl_la_2193_2193fopenclose_r_f_std.ice,a5\168fd2943c2f498807bba8b26a71ac,character/motion/lobby_action/pl_la_2193_2193fopenclose_r_f_cam.ice,a4\5e645e0a337fd8d9e847e14c4d3520,character/motion/lobby_action/pl_la_2193_2193fopenclose_r_f_caf.ice,d3\68833059ed8448975d3d7b90c8c5f5,character/motion/lobby_action/pl_la_2193_2193fopenclose_r_f_base.ice,ad\54235a189e31681299c4a9fc1b58bf,character/motion/lobby_action/,,Female
とじひらき４,Open & Close 4,openandclose4_l,character/motion/lobby_action/pl_la_2194_2194handkuikui_l_m_std.ice,40\7f548fa2f2b1902a1271b62747782a,character/motion/lobby_action/pl_la_2194_2194handkuikui_l_m_cam.ice,d0\fff6862c3b416fd2561d64f0db6f6e,character/motion/lobby_action/pl_la_2194_2194handkuikui_l_m_caf.ice,a6\86d6c69ae06b98b06b5d440f5399d0,character/motion/lobby_action/pl_la_2194_2194handkuikui_l_m_base.ice,33\ee79fc69bcd7b7854a319189fe5e79,character/motion/lobby_action/,,Male
とじひらき４,Open & Close 4,,character/motion/lobby_action/pl_la_2194_2194handkuikui_l_f_std.ice,ef\6ad1304643a4235bd0d750ede490c8,character/motion/lobby_action/pl_la_2194_2194handkuikui_l_f_cam.ice,23\00c06a0ad9ca845397b1d729b0f69f,character/motion/lobby_action/pl_la_2194_2194handkuikui_l_f_caf.ice,db\e6c1ddd923458ef3d7ecf04dbc7c9a,character/motion/lobby_action/pl_la_2194_2194handkuikui_l_f_base.ice,8d\e279f55f94fcefb34aaaf0669746d6,character/motion/lobby_action/,,Female
とじひらき４,Open & Close 4,openandclose4_r,character/motion/lobby_action/pl_la_2194_2194handkuikui_r_m_std.ice,e2\347e0897859cb2b307452dc033aa1a,character/motion/lobby_action/pl_la_2194_2194handkuikui_r_m_cam.ice,b4\80704111b660a2645751120686c2f7,character/motion/lobby_action/pl_la_2194_2194handkuikui_r_m_caf.ice,a2\578ce2bcd5cae5fd1a039400cbf623,character/motion/lobby_action/pl_la_2194_2194handkuikui_r_m_base.ice,43\20b7c4b45846a51a4eee92819b1b9f,character/motion/lobby_action/,,Male
とじひらき４,Open & Close 4,,character/motion/lobby_action/pl_la_2194_2194handkuikui_r_f_std.ice,20\811da57322e6a31c53cb6e55755975,character/motion/lobby_action/pl_la_2194_2194handkuikui_r_f_cam.ice,46\2542b7ffde2cd1c6f9d34a77347322,character/motion/lobby_action/pl_la_2194_2194handkuikui_r_f_caf.ice,4e\1f5c76de633622acc5a77ab4ee6df4,character/motion/lobby_action/pl_la_2194_2194handkuikui_r_f_base.ice,a7\a29f52296d6356e59e3856757891d2,character/motion/lobby_action/,,Female
小指４,Pinky Up 4,raiselittlefinger4_l,character/motion/lobby_action/pl_la_2195_2195koyubi_l_m_std.ice,31\d723d43a14e5781a62cba58aff54c0,character/motion/lobby_action/pl_la_2195_2195koyubi_l_m_cam.ice,3c\37bc0c9f1e9f631fee0cdaf51853a8,character/motion/lobby_action/pl_la_2195_2195koyubi_l_m_caf.ice,41\7a0a0750998604f874337f2cf67d27,character/motion/lobby_action/pl_la_2195_2195koyubi_l_m_base.ice,9c\c41854da67692d0f21b18129c09d11,character/motion/lobby_action/,,Male
小指４,Pinky Up 4,,character/motion/lobby_action/pl_la_2195_2195koyubi_l_f_std.ice,d6\8d31b79461937285c641a7c5cb5ff1,character/motion/lobby_action/pl_la_2195_2195koyubi_l_f_cam.ice,a1\dad1ebe3e6f2610397a0800b213b70,character/motion/lobby_action/pl_la_2195_2195koyubi_l_f_caf.ice,7c\3636e285817725ae8038c731f9b1b9,character/motion/lobby_action/pl_la_2195_2195koyubi_l_f_base.ice,c6\32fe26b0e6b621969593481e1c3146,character/motion/lobby_action/,,Female
小指４,Pinky Up 4,raiselittlefinger4_r,character/motion/lobby_action/pl_la_2195_2195koyubi_r_m_std.ice,05\499b7e26a6e20cd32b97d992bd0c2c,character/motion/lobby_action/pl_la_2195_2195koyubi_r_m_cam.ice,a7\8c93b63a62fc5e618ac7c9b2f85e53,character/motion/lobby_action/pl_la_2195_2195koyubi_r_m_caf.ice,8e\4d3a035155d71a6fb775223fdeae21,character/motion/lobby_action/pl_la_2195_2195koyubi_r_m_base.ice,47\f968eb6452bbeb48057b974e9e1a80,character/motion/lobby_action/,,Male
小指４,Pinky Up 4,,character/motion/lobby_action/pl_la_2195_2195koyubi_r_f_std.ice,da\a269580ca52d5105090110731dc18c,character/motion/lobby_action/pl_la_2195_2195koyubi_r_f_cam.ice,9f\cd6c09a9e3b5efccbeb2ecbc024367,character/motion/lobby_action/pl_la_2195_2195koyubi_r_f_caf.ice,91\f06d0955e2c2353654f546b3cd512f,character/motion/lobby_action/pl_la_2195_2195koyubi_r_f_base.ice,aa\53f268ae01b8c66750bfcae1ccb9f5,character/motion/lobby_action/,,Female
握る,Grip,graspthings_l,character/motion/lobby_action/pl_la_2196_2196nigiru_l_m_std.ice,2e\60ed69c01a074848fb461d44714672,character/motion/lobby_action/pl_la_2196_2196nigiru_l_m_cam.ice,4f\a594664a6cef40c4fd345bc3b1ef24,character/motion/lobby_action/pl_la_2196_2196nigiru_l_m_caf.ice,1a\c86198218cbeb9eb16a62ab6c41221,character/motion/lobby_action/pl_la_2196_2196nigiru_l_m_base.ice,3b\58a46d88cbed77a20a8bfb65ef121e,character/motion/lobby_action/,,Male
握る,Grip,,character/motion/lobby_action/pl_la_2196_2196nigiru_l_f_std.ice,80\281aee53a49a44277ce41fc0a31bd8,character/motion/lobby_action/pl_la_2196_2196nigiru_l_f_cam.ice,fa\d679ccc022976013d6d918e61652f8,character/motion/lobby_action/pl_la_2196_2196nigiru_l_f_caf.ice,f8\e99203c2b4bf4ce8b60329180f3bc7,character/motion/lobby_action/pl_la_2196_2196nigiru_l_f_base.ice,af\a820465ff1e1fae6405c58db68704e,character/motion/lobby_action/,,Female
握る,Grip,graspthings_r,character/motion/lobby_action/pl_la_2196_2196nigiru_r_m_std.ice,dd\4e981631e50744e53c465adef0b4fc,character/motion/lobby_action/pl_la_2196_2196nigiru_r_m_cam.ice,ae\bca31254fb1d32bc68882e8843d180,character/motion/lobby_action/pl_la_2196_2196nigiru_r_m_caf.ice,2f\77a2ad7cdd6e223b819ba908857aaa,character/motion/lobby_action/pl_la_2196_2196nigiru_r_m_base.ice,02\4e82683e220e7cac33db1683e31831,character/motion/lobby_action/,,Male
握る,Grip,,character/motion/lobby_action/pl_la_2196_2196nigiru_r_f_std.ice,3d\d342d39aa2c23b63cecd42465d44f0,character/motion/lobby_action/pl_la_2196_2196nigiru_r_f_cam.ice,97\d0288c2fac811b3034546ab93dcc4a,character/motion/lobby_action/pl_la_2196_2196nigiru_r_f_caf.ice,66\3c8f912aa34a05491a80bd9e845162,character/motion/lobby_action/pl_la_2196_2196nigiru_r_f_base.ice,a1\a214891071bd1c7b4349e524386e7f,character/motion/lobby_action/,,Female
シルエットポーズ,Ballet Pose,silhouettepose,character/motion/lobby_action/pl_la_2155_2155silhouette_m_std.ice,6b\e4291222987c4051116236d29b8329,character/motion/lobby_action/pl_la_2155_2155silhouette_m_cam.ice,46\9c51480f443e699115a947f7adaf0b,character/motion/lobby_action/pl_la_2155_2155silhouette_m_caf.ice,42\edbbd2c0adf32da0340884c3cc97f4,character/motion/lobby_action/pl_la_2155_2155silhouette_m_base.ice,95\1e552ba121889ad08855d3531048f6,character/motion/lobby_action/pl_la_2155_2155silhouette_f_vfx.ice,11\bccd7311ee1edadf093ee72fa0bac7,
シルエットポーズ,Ballet Pose,,character/motion/lobby_action/pl_la_2155_2155silhouette_m_hsi1_std.ice,da\3e2c1816fab15318a50a907a4920c0,character/motion/lobby_action/pl_la_2155_2155silhouette_m_hsi1_cam.ice,9f\d0ad6033dd96befe625f2795c67d28,character/motion/lobby_action/pl_la_2155_2155silhouette_m_hsi1_caf.ice,44\c91228b01b36ff8df60ea7744967eb,character/motion/lobby_action/pl_la_2155_2155silhouette_m_hsi1_base.ice,ae\34187258eaaf296c8ef0ae16ddbaef,character/motion/lobby_action/pl_la_2155_2155silhouette_f_vfx.ice,11\bccd7311ee1edadf093ee72fa0bac7,
シルエットポーズ,Ballet Pose,,character/motion/lobby_action/pl_la_2155_2155silhouette_f_std.ice,dd\c6f87bea53afbd4c9a3c079c2175b9,character/motion/lobby_action/pl_la_2155_2155silhouette_f_cam.ice,1b\70b1b2b181fa3040fa227fad1e3550,character/motion/lobby_action/pl_la_2155_2155silhouette_f_caf.ice,1a\ea1ca206f37cf3284f119eb8fcce69,character/motion/lobby_action/pl_la_2155_2155silhouette_f_base.ice,f6\ca621d85146d9f7bfa3e353055b258,character/motion/lobby_action/pl_la_2155_2155silhouette_f_vfx.ice,11\bccd7311ee1edadf093ee72fa0bac7,
シルエットポーズ,Ballet Pose,,character/motion/lobby_action/pl_la_2155_2155silhouette_f_hsi1_std.ice,1e\8e6c7ead4036a58592da70af360dc4,character/motion/lobby_action/pl_la_2155_2155silhouette_f_hsi1_cam.ice,d9\e55ebf01f55face7f6f69d210f6f09,character/motion/lobby_action/pl_la_2155_2155silhouette_f_hsi1_caf.ice,c5\2e1c0a1c1e050183141e5213cd16e2,character/motion/lobby_action/pl_la_2155_2155silhouette_f_hsi1_base.ice,9b\5c06b9d3a9400c21b19e46a537e2c2,character/motion/lobby_action/pl_la_2155_2155silhouette_f_vfx.ice,11\bccd7311ee1edadf093ee72fa0bac7,
スマートフォン,On the Phone,smartphone,character/motion/lobby_action/pl_la_2205_2205phone_m_std.ice,01\4d601642ebab1a599b0d3b8326c0fd,character/motion/lobby_action/pl_la_2205_2205phone_m_cam.ice,67\f5ccdad11b3f4c5bc36fd43eea4cce,character/motion/lobby_action/pl_la_2205_2205phone_m_caf.ice,6e\840cffc7eccdeed90e3deceae312e9,character/motion/lobby_action/pl_la_2205_2205phone_m_base.ice,ad\4f40f2242bb842946ce963b8328217,character/motion/lobby_action/pl_la_2205_2205phone_m_vfx.ice,86\bad89a813365d535c8f222ac74d185,
スマートフォン,On the Phone,,character/motion/lobby_action/pl_la_2205_2205phone_m_hsi1_std.ice,7e\3ed9bfa8799fe73bab2916569aa3ef,character/motion/lobby_action/pl_la_2205_2205phone_m_hsi1_cam.ice,ce\c5cd1dde74343ab950be4b1bd42c04,character/motion/lobby_action/pl_la_2205_2205phone_m_hsi1_caf.ice,ae\19539ee366c653f8c424d4e1e60257,character/motion/lobby_action/pl_la_2205_2205phone_m_hsi1_base.ice,c2\b463c0fdbb08cd52e83b99e108b823,character/motion/lobby_action/pl_la_2205_2205phone_m_vfx.ice,86\bad89a813365d535c8f222ac74d185,
スマートフォン,On the Phone,,character/motion/lobby_action/pl_la_2205_2205phone_m_hsi2_std.ice,5b\5f257e319e1e1f2dea3edc75299fe4,character/motion/lobby_action/pl_la_2205_2205phone_m_hsi2_cam.ice,45\e620617c70dba53b22ca3854e75737,character/motion/lobby_action/pl_la_2205_2205phone_m_hsi2_caf.ice,5d\93b15a9d1e5d471380f17724ccac9f,character/motion/lobby_action/pl_la_2205_2205phone_m_hsi2_base.ice,4c\35eb80c5e2356cd6905f94fd8b48b2,character/motion/lobby_action/pl_la_2205_2205phone_m_vfx.ice,86\bad89a813365d535c8f222ac74d185,
スマートフォン,On the Phone,,character/motion/lobby_action/pl_la_2205_2205phone_m_hsi3_std.ice,14\6044e90e472f0f9e2e4e45577fafc9,character/motion/lobby_action/pl_la_2205_2205phone_m_hsi3_cam.ice,83\ea3c8c02d9ca73b1566e319793389b,character/motion/lobby_action/pl_la_2205_2205phone_m_hsi3_caf.ice,f8\7abd1cb85b6a17a5091b8530d28b0b,character/motion/lobby_action/pl_la_2205_2205phone_m_hsi3_base.ice,25\6f7a07527dff6a20dd524071eecb94,character/motion/lobby_action/pl_la_2205_2205phone_m_vfx.ice,86\bad89a813365d535c8f222ac74d185,
スマートフォン,On the Phone,,character/motion/lobby_action/pl_la_2205_2205phone_f_std.ice,1e\67d7d7d31f50fad7f4a93c56940663,character/motion/lobby_action/pl_la_2205_2205phone_f_cam.ice,5e\2f8d134a82cd28168a96e547eb4c90,character/motion/lobby_action/pl_la_2205_2205phone_f_caf.ice,e7\222c664a1134e2d0d4be38cf21cd31,character/motion/lobby_action/pl_la_2205_2205phone_f_base.ice,65\e2b3e0bc952ec5e9aa85c6a7761b2d,character/motion/lobby_action/pl_la_2205_2205phone_f_vfx.ice,67\374a0401f936964f2e064ee482e9aa,
スマートフォン,On the Phone,,character/motion/lobby_action/pl_la_2205_2205phone_f_hsi1_std.ice,03\8c4b2f85058e44734d376986f59981,character/motion/lobby_action/pl_la_2205_2205phone_f_hsi1_cam.ice,d7\af341e56ab7efb940b5c73541d1e19,character/motion/lobby_action/pl_la_2205_2205phone_f_hsi1_caf.ice,f5\bcaf0783b2616101e9ec6c0708fb51,character/motion/lobby_action/pl_la_2205_2205phone_f_hsi1_base.ice,77\be53fd42e7eb95683e086498b85bbd,character/motion/lobby_action/pl_la_2205_2205phone_f_vfx.ice,67\374a0401f936964f2e064ee482e9aa,
スマートフォン,On the Phone,,character/motion/lobby_action/pl_la_2205_2205phone_f_hsi2_std.ice,24\c5cb59eb2588c02bfec64ce076276a,character/motion/lobby_action/pl_la_2205_2205phone_f_hsi2_cam.ice,3b\d37a40429726bad6b580025e9aaac5,character/motion/lobby_action/pl_la_2205_2205phone_f_hsi2_caf.ice,19\11e66347f17a51b17ed0cad9e5a75e,character/motion/lobby_action/pl_la_2205_2205phone_f_hsi2_base.ice,9a\c39fcb010dead4c14659f177c6bb0d,character/motion/lobby_action/pl_la_2205_2205phone_f_vfx.ice,67\374a0401f936964f2e064ee482e9aa,
スマートフォン,On the Phone,,character/motion/lobby_action/pl_la_2205_2205phone_f_hsi3_std.ice,f9\2c0b465c9892efd86937d77ed4f73e,character/motion/lobby_action/pl_la_2205_2205phone_f_hsi3_cam.ice,19\0ee1ea7a3af1864dd0bd665095c151,character/motion/lobby_action/pl_la_2205_2205phone_f_hsi3_caf.ice,4e\ec18e12b4844df2ccb537e7a338041,character/motion/lobby_action/pl_la_2205_2205phone_f_hsi3_base.ice,f8\ce6be61e349917eabf4abe1cea99b7,character/motion/lobby_action/pl_la_2205_2205phone_f_vfx.ice,67\374a0401f936964f2e064ee482e9aa,
高速ポージング,Rapid Posing,rapidposing,character/motion/lobby_action/pl_la_2106_posing_m_std.ice,a8\6379dc527e9e967575699b95e7ab9e,character/motion/lobby_action/pl_la_2106_posing_m_cam.ice,4a\63b1734cf04fd4c7cc785aa3b6fbd5,character/motion/lobby_action/pl_la_2106_posing_m_caf.ice,c8\4f5f4ff93855f25fd3b7945cd98713,character/motion/lobby_action/pl_la_2106_posing_m_base.ice,c7\886aa3680103d166b6f2f3a64aefb0,character/motion/lobby_action/,,
高速ポージング,Rapid Posing,,character/motion/lobby_action/pl_la_2106_posing_f_std.ice,63\aaa1dbee28ef3f1d563a5aea916974,character/motion/lobby_action/pl_la_2106_posing_f_cam.ice,c8\9ae05c0a604877186cbed63ac76539,character/motion/lobby_action/pl_la_2106_posing_f_caf.ice,a8\f8ff1a89c4d398c21f31c68fd4c249,character/motion/lobby_action/pl_la_2106_posing_f_base.ice,16\f13a56982c89648a01506437f4ae88,character/motion/lobby_action/,,
