JP Name,EN Name,Chat Command,PSO2 File,PSO2 Hash,Reboot Human,Reboot Human Hash,Reboot Cast Male, Reboot Cast Male Hash,Reboot Cast Female,Reboot Cast Female Hash,Reboot Fig,Reboot Fig Hash,PSO2 VFX,PSO2 VFX Hash,Reboot VFX,Reboot VFX Hash,Gender (Blank usually follows previous)
ぷそ煮エンドカード,PSO2COMI Signboard,,actor/lobby_action/pl_la_752_752psnikomi_m_hsi1.ice,c5adb0e78ea4ba2aca3c88563015f072,character/motion/lobby_action/pl_la_752_752psnikomi_m_hsi1_std.ice,46\f34516ee43483e622428cc54cea6d4,character/motion/lobby_action/pl_la_752_752psnikomi_m_hsi1_cam.ice,6e\34d67b7daf3f3e59fefb5eaeac9c74,character/motion/lobby_action/pl_la_752_752psnikomi_m_hsi1_caf.ice,a5\022f242324ebf4d3b4f24e99b4beeb,character/motion/lobby_action/pl_la_752_752psnikomi_m_hsi1_base.ice,b8\d008e2ab43d0be90043abc58c0ae25,actor/lobby_action/pl_la_752_752psnikomi_m_vfx.ice,745bb64b0d57969c462f28025576221f,character/motion/lobby_action/pl_la_752_752psnikomi_m_vfx.ice,22e9a3fe0d7e81349bad4afdcd9dc673,Male
ぷそ煮エンドカード,PSO2COMI Signboard,,actor/lobby_action/pl_la_752_752psnikomi_f.ice,89623525fc6d8281b66aefc9d5542857,character/motion/lobby_action/pl_la_752_752psnikomi_f_std.ice,d7\068bd877e2ed027879a48b8aa02745,character/motion/lobby_action/pl_la_752_752psnikomi_f_cam.ice,90\478c20e77eae49f68966e89e5f7b0a,character/motion/lobby_action/pl_la_752_752psnikomi_f_caf.ice,64\92e316b7a67329d67b1446fa92b590,character/motion/lobby_action/pl_la_752_752psnikomi_f_base.ice,e9\f5ae8a313e9beb19a5f6707754b354,actor/lobby_action/pl_la_752_752psnikomi_f_vfx.ice,45af167ea9c22d60933173376e69edcf,character/motion/lobby_action/pl_la_752_752psnikomi_f_vfx.ice,ab8462b27b48783f2714f297f5948a25,Female
ぷそ煮エンドカード,PSO2COMI Signboard,,actor/lobby_action/pl_la_752_752psnikomi_f_hsi1.ice,de209d330ddd768540ed350722753c5a,character/motion/lobby_action/pl_la_752_752psnikomi_f_hsi1_std.ice,ea\0e26f94f752ab6000ccc79d664fd34,character/motion/lobby_action/pl_la_752_752psnikomi_f_hsi1_cam.ice,db\cec8bfb551a452396eb3ff980c1eb9,character/motion/lobby_action/pl_la_752_752psnikomi_f_hsi1_caf.ice,43\1ec216d4bf9e4e85a3de4c286f879c,character/motion/lobby_action/pl_la_752_752psnikomi_f_hsi1_base.ice,62\2251018a5339dceeaef9feecc0e966,actor/lobby_action/pl_la_752_752psnikomi_f_vfx.ice,45af167ea9c22d60933173376e69edcf,character/motion/lobby_action/pl_la_752_752psnikomi_f_vfx.ice,ab8462b27b48783f2714f297f5948a25,Female
膝立ち,Kneel,kneeling,actor/lobby_action/pl_la_698_698hiza_m.ice,d0a65e140b25f04875dcaa59f9a037dd,character/motion/lobby_action/pl_la_698_698hiza_m_std.ice,83\151bc1abad9c98e9408d92141a97fa,character/motion/lobby_action/pl_la_698_698hiza_m_cam.ice,f5\652cf442556d6e0888b88887c23aab,character/motion/lobby_action/pl_la_698_698hiza_m_caf.ice,ee\b225a51e6568664ccefc3469b2eee7,character/motion/lobby_action/pl_la_698_698hiza_m_base.ice,9f\211f0cd5813aaae6f7e80aff558065,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
膝立ち,Kneel,,actor/lobby_action/pl_la_698_698hiza_m_hsi1.ice,4c1a96f8d6ab76817603a5baf37c40de,character/motion/lobby_action/pl_la_698_698hiza_m_hsi1_std.ice,a1\403f33d73ef797029b2422d048269d,character/motion/lobby_action/pl_la_698_698hiza_m_hsi1_cam.ice,0a\573e216b4a05d8f6db9bbe56bc7af3,character/motion/lobby_action/pl_la_698_698hiza_m_hsi1_caf.ice,3a\c33600c808579765ebc4b9d0c09735,character/motion/lobby_action/pl_la_698_698hiza_m_hsi1_base.ice,d5\5038a002dc9927dc25af538b1241cf,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
膝立ち,Kneel,,actor/lobby_action/pl_la_698_698hiza_m_hsi2.ice,63824f44d1cf04029de89b7176b2cf80,character/motion/lobby_action/pl_la_698_698hiza_m_hsi2_std.ice,e4\b856e1a62ddde5884fdfb55a047c63,character/motion/lobby_action/pl_la_698_698hiza_m_hsi2_cam.ice,d4\12c6357710c89b77e600fc45d6bd38,character/motion/lobby_action/pl_la_698_698hiza_m_hsi2_caf.ice,e9\8176fe0e73ee216501da54d1af6341,character/motion/lobby_action/pl_la_698_698hiza_m_hsi2_base.ice,5c\151095e9e378e8771fdc118b7871cc,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
膝立ち,Kneel,,actor/lobby_action/pl_la_698_698hiza_f.ice,1a4dde28827f286bc7e1b8d9f553b542,character/motion/lobby_action/pl_la_698_698hiza_f_std.ice,05\3601111cd396297c68b0d3fb2a6ce2,character/motion/lobby_action/pl_la_698_698hiza_f_cam.ice,7d\db8aa83b220d95319f83d5530cde1a,character/motion/lobby_action/pl_la_698_698hiza_f_caf.ice,f8\2ad16a1f00d2eb6ad8446c497f06ac,character/motion/lobby_action/pl_la_698_698hiza_f_base.ice,3f\8253a4abd3ffdd971f56a71c1b56bd,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
膝立ち,Kneel,,actor/lobby_action/pl_la_698_698hiza_f_hsi1.ice,20f7f9fa173ac10d476c9a6327eefcd6,character/motion/lobby_action/pl_la_698_698hiza_f_hsi1_std.ice,13\2b9e349c4fa70e4a4c96ffc244252b,character/motion/lobby_action/pl_la_698_698hiza_f_hsi1_cam.ice,e9\d0270d83fdc6d5eb008f8d6db1b684,character/motion/lobby_action/pl_la_698_698hiza_f_hsi1_caf.ice,0f\bd67a0d6f91265ab01f79d6e421cb2,character/motion/lobby_action/pl_la_698_698hiza_f_hsi1_base.ice,95\925e500ff19d63e32d21bb500bb916,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
膝立ち,Kneel,,actor/lobby_action/pl_la_698_698hiza_f_hsi2.ice,82e0e55a2eec6c497331d25a7931747f,character/motion/lobby_action/pl_la_698_698hiza_f_hsi2_std.ice,af\117b6782daf7569103f44e3165e12e,character/motion/lobby_action/pl_la_698_698hiza_f_hsi2_cam.ice,13\f9cccce77d4122ced4eee30724490a,character/motion/lobby_action/pl_la_698_698hiza_f_hsi2_caf.ice,fe\6e2fd54686df4e68a52ee07e28d87a,character/motion/lobby_action/pl_la_698_698hiza_f_hsi2_base.ice,5e\0540274fb9ca4895e549468c49bce5,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
プロージット,Prosit,prosit,actor/lobby_action/pl_la_750_dnt_m.ice,fcc50ec271e626ffa9d4e6ff8fb83a02,character/motion/lobby_action/pl_la_750_dnt_m_std.ice,,character/motion/lobby_action/pl_la_750_dnt_m_cam.ice,,character/motion/lobby_action/pl_la_750_dnt_m_caf.ice,,character/motion/lobby_action/pl_la_750_dnt_m_base.ice,,actor/lobby_action/pl_la_750_dnt_f_vfx.ice,,character/motion/lobby_action/pl_la_750_dnt_f_vfx.ice,d57ae5f46f13702c544c579225bc152a,Male
プロージット,Prosit,,actor/lobby_action/pl_la_750_dnt_m_rea.ice,0f0e124da04052967a31463c47cfd734,character/motion/lobby_action/pl_la_750_dnt_m_rea_std.ice,,character/motion/lobby_action/pl_la_750_dnt_m_rea_cam.ice,,character/motion/lobby_action/pl_la_750_dnt_m_rea_caf.ice,,character/motion/lobby_action/pl_la_750_dnt_m_rea_base.ice,,actor/lobby_action/pl_la_750_dnt_f_vfx.ice,,character/motion/lobby_action/pl_la_750_dnt_f_vfx.ice,d57ae5f46f13702c544c579225bc152a,Male
プロージット,Prosit,,actor/lobby_action/pl_la_750_dnt_f.ice,de71f8f8123de9c04ac67a393749a674,character/motion/lobby_action/pl_la_750_dnt_f_std.ice,,character/motion/lobby_action/pl_la_750_dnt_f_cam.ice,,character/motion/lobby_action/pl_la_750_dnt_f_caf.ice,,character/motion/lobby_action/pl_la_750_dnt_f_base.ice,,actor/lobby_action/pl_la_750_dnt_f_vfx.ice,,character/motion/lobby_action/pl_la_750_dnt_f_vfx.ice,d57ae5f46f13702c544c579225bc152a,Female
プロージット,Prosit,,actor/lobby_action/pl_la_750_dnt_f_rea.ice,da8c3d021ddf525a0f4c38b76e14e175,character/motion/lobby_action/pl_la_750_dnt_f_rea_std.ice,,character/motion/lobby_action/pl_la_750_dnt_f_rea_cam.ice,,character/motion/lobby_action/pl_la_750_dnt_f_rea_caf.ice,,character/motion/lobby_action/pl_la_750_dnt_f_rea_base.ice,,actor/lobby_action/pl_la_750_dnt_f_vfx.ice,,character/motion/lobby_action/pl_la_750_dnt_f_vfx.ice,d57ae5f46f13702c544c579225bc152a,Female
ロッドポーズ,Rod Pose,rodpose,actor/lobby_action/pl_la_753_rodpose_m.ice,a5447da942e34af35ea1d09e3def3717,character/motion/lobby_action/pl_la_753_rodpose_m_std.ice,2a\13127eac87077c0300b77994f178cf,character/motion/lobby_action/pl_la_753_rodpose_m_cam.ice,b0\1bc02bd170af302235262492d0f0ac,character/motion/lobby_action/pl_la_753_rodpose_m_caf.ice,78\a6b1d0b6b51e6723e12213ec87f414,character/motion/lobby_action/pl_la_753_rodpose_m_base.ice,98\1701b5fa228054dc001551d70e049b,actor/lobby_action/pl_la_753_rodpose_f_vfx.ice,3a359d7d306185dfaf0aebda744e99df,character/motion/lobby_action/pl_la_753_rodpose_f_vfx.ice,283d61c0b170fe5ffcb7740cbac16921,Male
ロッドポーズ,Rod Pose,,actor/lobby_action/pl_la_753_rodpose_m_hsi1.ice,a4b34a0cfd58f7e4734837da0819e748,character/motion/lobby_action/pl_la_753_rodpose_m_hsi1_std.ice,11\598431bd7aed47b55f86ebccd6b666,character/motion/lobby_action/pl_la_753_rodpose_m_hsi1_cam.ice,03\6aad4a50966583447d381f957c883d,character/motion/lobby_action/pl_la_753_rodpose_m_hsi1_caf.ice,34\fd49c68e500999c9daef9a807fb8fb,character/motion/lobby_action/pl_la_753_rodpose_m_hsi1_base.ice,c9\c3b3e44997d2878ff4a5abce223d70,actor/lobby_action/pl_la_753_rodpose_f_vfx.ice,3a359d7d306185dfaf0aebda744e99df,character/motion/lobby_action/pl_la_753_rodpose_f_vfx.ice,283d61c0b170fe5ffcb7740cbac16921,Male
ロッドポーズ,Rod Pose,,actor/lobby_action/pl_la_753_rodpose_m_hsi2.ice,3aa833951da73e5c13ca4e7fc712ecd3,character/motion/lobby_action/pl_la_753_rodpose_m_hsi2_std.ice,c4\3f9a96479b88cc93690804ca5f21fe,character/motion/lobby_action/pl_la_753_rodpose_m_hsi2_cam.ice,62\0fba5f39f6a4c4f3196b15a069cc7f,character/motion/lobby_action/pl_la_753_rodpose_m_hsi2_caf.ice,11\c55af37d276f645cc0f510da856976,character/motion/lobby_action/pl_la_753_rodpose_m_hsi2_base.ice,84\48ea7a0b7a611b21a165f4e57628d6,actor/lobby_action/pl_la_753_rodpose_f_vfx.ice,3a359d7d306185dfaf0aebda744e99df,character/motion/lobby_action/pl_la_753_rodpose_f_vfx.ice,283d61c0b170fe5ffcb7740cbac16921,Male
ロッドポーズ,Rod Pose,,actor/lobby_action/pl_la_753_rodpose_f.ice,5bf204241cc36f12877df16628cedeb8,character/motion/lobby_action/pl_la_753_rodpose_f_std.ice,d9\3900ab34c11701166c42794630c021,character/motion/lobby_action/pl_la_753_rodpose_f_cam.ice,50\fee22e47643b5e5886739f91360c00,character/motion/lobby_action/pl_la_753_rodpose_f_caf.ice,70\c91adbe3ffeb01d8f8e8bd95f88b75,character/motion/lobby_action/pl_la_753_rodpose_f_base.ice,f6\e96f7d549e22ab988a6ed21d360bde,actor/lobby_action/pl_la_753_rodpose_f_vfx.ice,3a359d7d306185dfaf0aebda744e99df,character/motion/lobby_action/pl_la_753_rodpose_f_vfx.ice,283d61c0b170fe5ffcb7740cbac16921,Female
ロッドポーズ,Rod Pose,,actor/lobby_action/pl_la_753_rodpose_f_hsi1.ice,31c7f9220aad222f3b893314a856d556,character/motion/lobby_action/pl_la_753_rodpose_f_hsi1_std.ice,1e\3c955cb6a14d9abd47b4a3b376ad13,character/motion/lobby_action/pl_la_753_rodpose_f_hsi1_cam.ice,58\7e0ca27ad22bc72cc1b72344f4cd1b,character/motion/lobby_action/pl_la_753_rodpose_f_hsi1_caf.ice,a5\a4f177df4b34e15ce00c60e6f562ff,character/motion/lobby_action/pl_la_753_rodpose_f_hsi1_base.ice,e5\4b579dd424b2610a76ce456252389c,actor/lobby_action/pl_la_753_rodpose_f_vfx.ice,3a359d7d306185dfaf0aebda744e99df,character/motion/lobby_action/pl_la_753_rodpose_f_vfx.ice,283d61c0b170fe5ffcb7740cbac16921,Female
ロッドポーズ,Rod Pose,,actor/lobby_action/pl_la_753_rodpose_f_hsi2.ice,850a2d16cec46274a5502572103a7d28,character/motion/lobby_action/pl_la_753_rodpose_f_hsi2_std.ice,bc\b947c53b3e1ddd3a5fb2b68cdb220c,character/motion/lobby_action/pl_la_753_rodpose_f_hsi2_cam.ice,ae\1df34041c5299be66478d86bfbb5aa,character/motion/lobby_action/pl_la_753_rodpose_f_hsi2_caf.ice,fc\70fda8f52186a6262b744812317b81,character/motion/lobby_action/pl_la_753_rodpose_f_hsi2_base.ice,cd\e6414271b61f3690ab8e064f8e08d3,actor/lobby_action/pl_la_753_rodpose_f_vfx.ice,3a359d7d306185dfaf0aebda744e99df,character/motion/lobby_action/pl_la_753_rodpose_f_vfx.ice,283d61c0b170fe5ffcb7740cbac16921,Female
ウェポノイドポーズ５,Weaponoid Pose 5,weaponoidpose5,actor/lobby_action/pl_la_754_754weaponoidpose_m.ice,de131066b941fa65c32591f57923dcde,character/motion/lobby_action/pl_la_754_754weaponoidpose_m_std.ice,00\e5ad85abfe633384e2d150418208b2,character/motion/lobby_action/pl_la_754_754weaponoidpose_m_cam.ice,3e\9ca2346b4792e17fc1f0fd2294f97f,character/motion/lobby_action/pl_la_754_754weaponoidpose_m_caf.ice,3c\435264bf8b5975c58371630af6fa40,character/motion/lobby_action/pl_la_754_754weaponoidpose_m_base.ice,60\bc2aa4d4ddb2029e65247d249a1c9c,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
ウェポノイドポーズ５,Weaponoid Pose 5,,actor/lobby_action/pl_la_754_754weaponoidpose_f.ice,c14275755dd03cb25e59f039f34605a4,character/motion/lobby_action/pl_la_754_754weaponoidpose_f_std.ice,25\078da58287aa57e05c8e2ce31bca34,character/motion/lobby_action/pl_la_754_754weaponoidpose_f_cam.ice,21\dbb360e32e68ad37b8d78251582a85,character/motion/lobby_action/pl_la_754_754weaponoidpose_f_caf.ice,71\04cad269aa63d9906a79e204105e65,character/motion/lobby_action/pl_la_754_754weaponoidpose_f_base.ice,37\44bdfd410e9a55f6ced130a2ab4554,actor/lobby_action/pl_la_754_754weaponoidpose_f_vfx.ice,14e3703cc918600995eeec829a4cf2c3,character/motion/lobby_action/pl_la_754_754weaponoidpose_f_vfx.ice,eb1bab0258a9f0f6512b47b33256fff5,Female
ウェポノイドポーズ６,Weaponoid Pose 6,weaponoidpose6,actor/lobby_action/pl_la_755_755weaponoidpose_m.ice,f1f3a957f74168a55ec9fdb9abee88e5,character/motion/lobby_action/pl_la_755_755weaponoidpose_m_std.ice,0a\abedae69a445bf8f696a8a61b35465,character/motion/lobby_action/pl_la_755_755weaponoidpose_m_cam.ice,69\d272bfc6a565686f33448a57c39381,character/motion/lobby_action/pl_la_755_755weaponoidpose_m_caf.ice,d6\cd9f3b9372e286e706dd2a9554b232,character/motion/lobby_action/pl_la_755_755weaponoidpose_m_base.ice,35\3f86b5a02a912c144a23e5183ef0fb,actor/lobby_action/pl_la_755_755weaponoidpose_m_vfx.ice,59cd00d740bec81d2e962ecfc507088c,character/motion/lobby_action/pl_la_755_755weaponoidpose_m_vfx.ice,21bd1fad7153b6f075e7cdbc434325b7,Male
ウェポノイドポーズ６,Weaponoid Pose 6,,actor/lobby_action/pl_la_755_755weaponoidpose_f.ice,bbc5cc710dee8886de33c8aae937939f,character/motion/lobby_action/pl_la_755_755weaponoidpose_f_std.ice,17\c54d6358b6fcd6764e640fa50463f4,character/motion/lobby_action/pl_la_755_755weaponoidpose_f_cam.ice,53\9d21f20bf44f8b6b022d42268930b0,character/motion/lobby_action/pl_la_755_755weaponoidpose_f_caf.ice,12\d3bc84d6736fe575811d6e32320570,character/motion/lobby_action/pl_la_755_755weaponoidpose_f_base.ice,42\de58e459729d24a219a785fee7e141,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
ウェポノイドポーズ７,Weaponoid Pose 7,weaponoidpose7,actor/lobby_action/pl_la_756_756weaponoidpose_m.ice,0eb106d61fd42ca84f9958ed2677b1ec,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_std.ice,46\0f7bc456e5a9fcee903300983ad633,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_cam.ice,03\125342bdc765669a0d06e8a4e952fb,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_caf.ice,3e\69435887d5a8e3471a981c7250dca8,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_base.ice,0c\6921c49e5bfdce6616c0139da28a64,actor/lobby_action/pl_la_756_756weaponoidpose_m_vfx.ice,9292e91f12225e006f0debac7fe982ec,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_vfx.ice,7d3199b8ebf02bcc54016933019e0bcd,Male
ウェポノイドポーズ７,Weaponoid Pose 7,,actor/lobby_action/pl_la_756_756weaponoidpose_m_hsif.ice,1375837cee241fd7b2fb53da0bfd0b1e,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsif_std.ice,7d\9af3a5fe0bae928701b07bd4974a6f,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsif_cam.ice,01\29d01daa7e2a3ad1d0e3a746732483,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsif_caf.ice,db\99d4b9b85a0b25ab36244a49cff1dc,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsif_base.ice,72\e442d36a4639fb6c0b54c6130d4d8e,actor/lobby_action/pl_la_756_756weaponoidpose_m_vfx.ice,9292e91f12225e006f0debac7fe982ec,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_vfx.ice,7d3199b8ebf02bcc54016933019e0bcd,Male
ウェポノイドポーズ７,Weaponoid Pose 7,,actor/lobby_action/pl_la_756_756weaponoidpose_m_hsib.ice,cc8fcd6d6a98129bb471368fbcf21a09,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsib_std.ice,43\a8ec7a9c09625dc170460577e93df6,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsib_cam.ice,ea\d507812be5a77aee34a082ba843704,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsib_caf.ice,71\e64f50581c59e3e7aec7011a3cbf34,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsib_base.ice,18\c647547bd3fc458c355ada80521583,actor/lobby_action/pl_la_756_756weaponoidpose_m_vfx.ice,9292e91f12225e006f0debac7fe982ec,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_vfx.ice,7d3199b8ebf02bcc54016933019e0bcd,Male
ウェポノイドポーズ７,Weaponoid Pose 7,,actor/lobby_action/pl_la_756_756weaponoidpose_m_hsil.ice,fadc503b5f5803e126f6fac6dcb5914c,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsil_std.ice,9f\3b5459a4a59c5dcf1ace568f7d2471,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsil_cam.ice,47\0e0e7669c774a0b7ac0607b1551aab,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsil_caf.ice,a7\ff46151415713088109f45bebb95fe,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsil_base.ice,ab\a6e64bd069b5671118e3a99accbd62,actor/lobby_action/pl_la_756_756weaponoidpose_m_vfx.ice,9292e91f12225e006f0debac7fe982ec,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_vfx.ice,7d3199b8ebf02bcc54016933019e0bcd,Male
ウェポノイドポーズ７,Weaponoid Pose 7,,actor/lobby_action/pl_la_756_756weaponoidpose_m_hsir.ice,db1fe62dc43c3a2f07f65ec2630f57f2,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsir_std.ice,6c\17e3a8481a5f392baf0de8ca8cc28a,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsir_cam.ice,84\079ab8b926944c96f8f0a206a70273,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsir_caf.ice,a9\4865c7ab1a0466422e4e0b6abe1293,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_hsir_base.ice,59\5407a4b1bb5dab8fae309399be77a7,actor/lobby_action/pl_la_756_756weaponoidpose_m_vfx.ice,9292e91f12225e006f0debac7fe982ec,character/motion/lobby_action/pl_la_756_756weaponoidpose_m_vfx.ice,7d3199b8ebf02bcc54016933019e0bcd,Male
ウェポノイドポーズ７,Weaponoid Pose 7,,actor/lobby_action/pl_la_756_756weaponoidpose_f.ice,91b2ea174175bdcefbea229e19a240c8,character/motion/lobby_action/pl_la_756_756weaponoidpose_f_std.ice,1c\798fa3565743a97e2917e78379504f,character/motion/lobby_action/pl_la_756_756weaponoidpose_f_cam.ice,df\744aa6739ef865e1214b0ee7960e5a,character/motion/lobby_action/pl_la_756_756weaponoidpose_f_caf.ice,19\fc4bf5647a0fcf2e282d4b253b4472,character/motion/lobby_action/pl_la_756_756weaponoidpose_f_base.ice,02\e31a18a7fcfb495c046c43f2ab7a47,actor/lobby_action/pl_la_756_756weaponoidpose_f_vfx.ice,46027a808d87531986a403eff65db712,character/motion/lobby_action/pl_la_756_756weaponoidpose_f_vfx.ice,3fc0e30c3c32b806653c6b5e04928da2,Female
クーナポーズ２,Quna Pose 2,qunapose2,actor/lobby_action/pl_la_699_699qunapose_m.ice,bed21da16307f09464386aa9cfe4f3a5,character/motion/lobby_action/pl_la_699_699qunapose_m_std.ice,21\d2c85043fc254bb011fa21bc297d45,character/motion/lobby_action/pl_la_699_699qunapose_m_cam.ice,0e\77bab8ab1b466d13e25d1f8ec504f2,character/motion/lobby_action/pl_la_699_699qunapose_m_caf.ice,de\74b845ef1abec0bec1d4cf6aca7963,character/motion/lobby_action/pl_la_699_699qunapose_m_base.ice,3e\8d95e4f8214298934854c930dfea9b,actor/lobby_action/pl_la_699_699qunapose_m_vfx.ice,850aeaf7e2cba87547e832b572af2032,character/motion/lobby_action/pl_la_699_699qunapose_m_vfx.ice,75a3778e5b2d8c11f6c0ca819c5c7df7,Male
クーナポーズ２,Quna Pose 2,,actor/lobby_action/pl_la_699_699qunapose_m_hsi1.ice,00b856c66313de1c17b08ec41efd1154,character/motion/lobby_action/pl_la_699_699qunapose_m_hsi1_std.ice,8d\75eb09a8a95ef06cc988cac08f6f13,character/motion/lobby_action/pl_la_699_699qunapose_m_hsi1_cam.ice,79\ec58eaabef86facaad8db6458d5985,character/motion/lobby_action/pl_la_699_699qunapose_m_hsi1_caf.ice,59\a1b2e24617cd6b5cc19096a9b60ef4,character/motion/lobby_action/pl_la_699_699qunapose_m_hsi1_base.ice,93\59e96f63e77df5ab8d591175ab9375,actor/lobby_action/pl_la_699_699qunapose_m_vfx.ice,850aeaf7e2cba87547e832b572af2032,character/motion/lobby_action/pl_la_699_699qunapose_m_vfx.ice,75a3778e5b2d8c11f6c0ca819c5c7df7,Male
クーナポーズ２,Quna Pose 2,,actor/lobby_action/pl_la_699_699qunapose_m_hsi2.ice,265d6aa38e10f989eb15595a7529deca,character/motion/lobby_action/pl_la_699_699qunapose_m_hsi2_std.ice,80\11f0f6b224e35ff5c8051b83e6a0d9,character/motion/lobby_action/pl_la_699_699qunapose_m_hsi2_cam.ice,d0\25eeae38d2a4b56a9d357b627b613d,character/motion/lobby_action/pl_la_699_699qunapose_m_hsi2_caf.ice,4b\4fcfaf7a062485a83347f7b2c0b068,character/motion/lobby_action/pl_la_699_699qunapose_m_hsi2_base.ice,30\c8566a19ebf8603d91de3854a6c6b8,actor/lobby_action/pl_la_699_699qunapose_m_vfx.ice,850aeaf7e2cba87547e832b572af2032,character/motion/lobby_action/pl_la_699_699qunapose_m_vfx.ice,75a3778e5b2d8c11f6c0ca819c5c7df7,Male
クーナポーズ２,Quna Pose 2,,actor/lobby_action/pl_la_699_699qunapose_m_hsi2_pre.ice,1f88d77888f7f9f82e8830fd48ddc676,character/motion/lobby_action/pl_la_699_699qunapose_m_hsi2_pre_std.ice,,character/motion/lobby_action/pl_la_699_699qunapose_m_hsi2_pre_cam.ice,,character/motion/lobby_action/pl_la_699_699qunapose_m_hsi2_pre_caf.ice,,character/motion/lobby_action/pl_la_699_699qunapose_m_hsi2_pre_base.ice,,actor/lobby_action/pl_la_699_699qunapose_m_vfx.ice,850aeaf7e2cba87547e832b572af2032,character/motion/lobby_action/pl_la_699_699qunapose_m_vfx.ice,75a3778e5b2d8c11f6c0ca819c5c7df7,Male
クーナポーズ２,Quna Pose 2,,actor/lobby_action/pl_la_699_699qunapose_f.ice,d9d74eef3268a5fbae37e39cc3cee60e,character/motion/lobby_action/pl_la_699_699qunapose_f_std.ice,15\abdd2f2bd63a41a835253f41830dc7,character/motion/lobby_action/pl_la_699_699qunapose_f_cam.ice,75\adb70c1dff9c22a5ca35dbb6742e2e,character/motion/lobby_action/pl_la_699_699qunapose_f_caf.ice,e9\3eef2f173f3b1bc9fd2526e038b51f,character/motion/lobby_action/pl_la_699_699qunapose_f_base.ice,e1\9cefb9a99fa388c0ebcf32f30558a9,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
クーナポーズ２,Quna Pose 2,,actor/lobby_action/pl_la_699_699qunapose_f_hsi1.ice,521e82e5a44454fb3655df17d030ade3,character/motion/lobby_action/pl_la_699_699qunapose_f_hsi1_std.ice,86\db83ec2bf97b11afc2ddce8f782812,character/motion/lobby_action/pl_la_699_699qunapose_f_hsi1_cam.ice,91\3fdaa0b75babdb61adc7dd6a345705,character/motion/lobby_action/pl_la_699_699qunapose_f_hsi1_caf.ice,9a\a76fdd8f3a8a04da07aa4088b3e2c6,character/motion/lobby_action/pl_la_699_699qunapose_f_hsi1_base.ice,7a\07cf9bb3c68e56b794da4da47cb553,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
クーナポーズ２,Quna Pose 2,,actor/lobby_action/pl_la_699_699qunapose_f_hsi2.ice,4b0602abd77021c43f8b4cee13854266,character/motion/lobby_action/pl_la_699_699qunapose_f_hsi2_std.ice,96\223ce6e2a48066070e0d17cf545e22,character/motion/lobby_action/pl_la_699_699qunapose_f_hsi2_cam.ice,3d\6ed96fd61eb713e0f8a3d520db8cac,character/motion/lobby_action/pl_la_699_699qunapose_f_hsi2_caf.ice,61\d5fda6a9854d37243f4851efef4931,character/motion/lobby_action/pl_la_699_699qunapose_f_hsi2_base.ice,95\d9669bd282a91d9d55edf33da8977a,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
