Japanese Name,English Name,Id,Icon,Normal Quality,High Quality,Bone 1,Bone 2,Bone 3,Bone 4,Bone 5,Bone 6,Bone 7,Bone 8,Bone 9,Bone 10,Bone 11,Bone 12,Bone 13,Bone 14,Bone 15,Bone 16,Effect Name
頭乗りルーサー,Luther Head-Mount,15860,ae1e6ebaaf485a7c6afdb5a8032fd23e,e2f5e44a000ccf228881a57c42aca620,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
キトゥンマフラー,,15870,ce818d79a574f88ccd139d8ac2616ae0,68c1b31801b14cceb8a4215bafb85f4b,,spine2,spine2,,,,root,ac_spine2,,,,,,,,,,
クロウベルト,,15880,27221aa71d051bb05617a9f2f880b783,d20c8a17d078db5a6f1d3a333c5bfb7e,,hip,,,,,root,,,,,,,,,,,
ヴィヴィアンヘッドギア,Vivienne Headgear,15890,d8b1e7d1d21c53a85a00e837ccc439f9,ee37cd601016112dc845be0e2b04727f,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
ヴィヴィアンヘッドギアＢ,Vivienne Headgear B,15891,3bcf0f1d7c74f52a5070446849f842ec,78b1fb78b52b421668f8c15e9fd33435,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
ゆるふわサイドエクステ,Loose Side Extension,15900,4559b4f21bcb11cbcfdff423a43979e4,66e5be2d68b82efae965fb1aa05f9a30,,head,,,,,root,,,,,,,,,,,
ジョーカーマスク,Joker Mask,15910,0b9c4ab992e81ca3823d9e7b3ee4eeb9,d386af487f342ada6c7bf98c1ee65c22,,head2,eyesroot,,,,root,ac_eyesroot,,,,,,,,,,
ジョーカーメガネ,Joker Glasses,15920,bb7282793bf5b4e9936c5196c32318c5,1bcf199bc505c045c17c45070eabdf5e,,head2,eyesroot,,,,root,ac_eyesroot,,,,,,,,,,
レーススカーフ,Lace Scarf,15930,9ec7f906a746ef9009f63a039bf51673,887502e01bb71eb45863d7b967880f5b,,spine2,,,,,root,,,,,,,,,,,
レーススカーフ　白,Lace Scarf: White,15931,99e12918e52c6fe7aead84dab39ee2a5,6f3f8f9c146fce8d33312987608162b9,,spine2,,,,,root,,,,,,,,,,,
レーススカーフ　黒,Lace Scarf: Black,15932,06eedb0bfa1dee76a2a49d1d0b790128,efba4e5372aa8d8b3c38d0c02da2bc85,,spine2,,,,,root,,,,,,,,,,,
レーススカーフＢ　黒,Lace Scarf B: Black,15933,3d1cd2e69a513ed0636b08ddc8f1141d,e3d344690eadf7ffdf437a8aa7f4a69a,,spine2,,,,,root,,,,,,,,,,,
もふもふリス耳,Fluffy Squirrel Ears,15940,ad422141f11a90d3f1a60a114a9e3f7d,c7a8424c06c55b631df41078c260b97c,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
ツバキコサージュ　赤,Camellia Corsage: Red,15950,15a02c50a914c47dc8f6da2582896e25,502196a5a81e0bb12fcd81f8b7995b71,,head,,,,,root,,,,,,,,,,,
ツバキコサージュ　白,Camellia Corsage: White,15951,799059a047f1828b35d6ebdafa29d1c8,15bbb9b1e3205bfc45981b7e405280ae,,head,,,,,root,,,,,,,,,,,
デコレーションローズ　赤,Decorative Roses: Red,15960,8c8b80c5bddf86ef2e88b26079df34de,5faed787111662ad011b50e910fa6609,,spine2,spine2,,,,root,pos_r,,,,,,,,,,
デコレーションローズ　白,Decorative Roses: White,15961,e1f14a37257905a21cf409ba169a1b3c,103f04345922b2d3ce26bd9b0604be94,,spine2,spine2,,,,root,pos_r,,,,,,,,,,
デコレーションローズ　青,Decorative Roses: Blue,15962,ecd1460d772d2b5563b59b508338b938,ebe290786902eedffc1f5c90a1285eb9,,spine2,spine2,,,,root,pos_r,,,,,,,,,,
ファーえり巻き　茶,Fur Scarf: Brown,15970,a83b82e3a256cea59220c584485267b4,cac18ccb96d7f8b66b166220d5cad708,,neck0,,,,,root,,,,,,,,,,,
ファーえり巻き　白,Fur Scarf: White,15971,3338c6f738f6696750a544db644dc7ff,9196bcc49c6da5d9cb72846d81791dce,,neck0,,,,,root,,,,,,,,,,,
ファーえり巻き　黒,Fur Scarf: Black,15972,92df338844a44f20b0412140d5c39fc9,22aba0031ea313dad95bcaba292bb9ca,,neck0,,,,,root,,,,,,,,,,,
ファーえり巻き　灰,Fur Scarf: Grey,15973,f575961d7b689d1a7455e99e794afae5,00c143c99eccf783462a25a81bb944df,,neck0,,,,,root,,,,,,,,,,,
グラファイトバレッタ,Graphite Barrette,15980,e0a4b4fd67f68a26c5fdb1caa790f8f1,6d7506806543c3f2df7c0f212f016847,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
グラファイトバレッタＢ,Graphite Barrette B,15981,18ce323a8af05e39e606c074606c13cb,06980c7999d249aa4032bacc958802ed,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
[Unnamed 15989],,15989,5015c7eba896b7967e260537322de155,0b710d40dcdb66d774ecdaf072cb9cfd,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
華乙女リボン,Blooming Ribbon,15990,076f9e36d0d4076a44a99162fccd1f1c,466576366692beefbc5d6c9af9af007f,,head,,,,,root,,,,,,,,,,,
華乙女リボンＢ,Blooming Ribbon B,15991,b8c4065bb95d380b550085268173daa2,11817e82ae1dc1a91de0fe10b0773c5a,,head,,,,,root,,,,,,,,,,,
華乙女リボンＣ,Blooming Ribbon C,15992,95b22f9c8a10b55eaa5d698f59ac270d,52ce5b936af60dfc387dd9fec352f605,,head,,,,,root,,,,,,,,,,,
ベル付きカチューシャ　赤,Bell Hairband: Red,16000,4aa2a16ec41901e0f08ae97eb9085f92,11dbbc820ecbd39ef0011cb129ab2556,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ベル付きカチューシャ　青,Bell Hairband: Blue,16001,47bed0b97577224d0d030c16d2dce8e4,4f6b5bbd61b42cfe25cdf21376af8bc9,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ベル付きカチューシャ　黒,Bell Hairband: Black,16002,1fdc0a9d94271357e9dfb81a6acbee5a,7624440cb15c47e6ecd79724624a80fe,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
サンタフード,Santa Hood,16010,9ee5640f58b5e8231ee11d4977e88e89,a9a904f8fa85a8e186c72d9a9828d12f,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
サンタフード　赤,Santa Hood: Red,16011,858a9f86899d0ec17aa6d0938cdab471,aa3edfff0b350b79f3326c3f3fec7145,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
トナカイヘッド　茶,Reindeer Head: Brown,16020,38efff025599f98a6d5f85f9fa95d168,41a33af966594d09a4c1a38d133fe60d,,head2,,,,,root,,,,,,,,,,,
トナカイヘッド　白,Reindeer Head: White,16021,4d6436257bb8d19c6496bbb0c1ffae82,e4b4e02965dcba5307ca95667a3ba434,,head2,,,,,root,,,,,,,,,,,
トナカイヘッド　黒,Reindeer Head: Black,16022,03be8f6c9e51b5b3538be29f1642978b,d571ad68ec3723a8324d39f80cbebfae,,head2,,,,,root,,,,,,,,,,,
トナカイヘッド　桃,Reindeer Head: Pink,16023,521405de6a4bdad1b3a6d6de5bfed7da,094ee3404646459371b33b206ac143b0,,head2,,,,,root,,,,,,,,,,,
クリスマスブーツ,Christmas Boots,16030,e554d065918ed7eee036c7306b7eeb86,d9b503bd79ff70fc08df631ee0f564cd,,r_calf,r_foot_effr,l_calf,l_foot_effl,,root,acr_foot_effr,acl_calf,acl_foot_effl,,,,,,,,
クリスマスブーツ　赤,Christmas Boots: Red,16031,a9dea2a1125f7fdbe66e1afd802e4b6d,b76e41603700fb82abc3dc0d26bfdaea,,r_calf,r_foot_effr,l_calf,l_foot_effl,,root,acr_foot_effr,acl_calf,acl_foot_effl,,,,,,,,
ボリュームヒゲ,Full Beard,16040,7ab55fdcb1f06e0a9d13ab63b2fcb8a5,14930bbd0fd45bfa8f78c2e5f26506f1,,head2,,,,,root,,,,,,,,,,,
ボリュームヒゲ　白,Full Beard: White,16041,e68255c80670a47286e805947dab5bfe,651e781e4a39d54c11b6f1feea2d9eee,,head2,,,,,root,,,,,,,,,,,
クリスマスマント,Christmas Cape,16050,2d2a27f4f8f96c4724feb1ab6ad6f60f,fe5d58d0e4707ce810722451ad02d4d5,,spine2,,,,,root,,,,,,,,,,,
クリスマスマント　赤,Christmas Cape: Red,16051,eeadd9c7e27ed173d5f2e7c8312e0623,d385bb13af92cfca64fe60f9452a34a6,,spine2,,,,,root,,,,,,,,,,,
頭乗りニワトリ,Chicken Head-Mount,16060,b9e7837571c846e94dc204c5ff11966e,4629565d7f0c8bd57b5485e9d483616a,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
コッコハット,Cucco Hat,16070,d5790365a0cbcf2dd54086c59359e8d1,7c83f373cffc87bac8fd8e9504c95c91,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ウィングヘッド　白,Head-wings: White,16080,9b1ae297717cf94b0c6f0ff8015bec84,01917588fdd0581c7db001c5d8da1069,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
ウィングヘッド　黒,Head-wings: Black,16081,d7810ce69cbcde29dbb956d1cea42298,d6fc5821c5ac1b2609df27c1be463b6b,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
フェニックステイル,Phoenix Tail,16090,61d3ebe7e26e2c5f6199bdf13a2d41c4,c871629d4856fb2a7fb22e53f446c0b8,,spine1_efce,,,,,root,,,,,,,,,,,
餅つきニャウ,Mochi-Maker Nyau,16100,31c1169999fea6e4f5e2e5da0485b366,0d2aebeef707524db3d68880d2a2cfe6,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
モノアイバイザー,Monovisor,16110,ed64f5b2f6b374abe5150aadd7de02fa,fbf525faaf2b01c38009140054f76fa8,,head,,,,,root,,,,,,,,,,,
ノーズアーマー,Ship Nose Armor,16120,5e876b466265a129c3aa6da664dcda9c,a23a7bb9915c72015da957e2862472b6,,spine2,,,,,root,,,,,,,,,,,
ビッグテイル,Big Tail,16130,b0dca0387ba98218dc4c74df4f79ebd9,dfa1941165bc6ce83b421c84e9377b3c,,hip,,,,,root,,,,,,,,,,,
ビッグテイル　白,Big Tail: White,16131,d099b5af06fcd6b0ecd883f7c30f8fe2,8dca6e13adb49cdd83c41147cf2e3125,,hip,,,,,root,,,,,,,,,,,
ビッグテイル　黄,Big Tail: Yellow,16132,38063a557c342b12dd8ecbb9dd9c2854,51fa687268226a0ab9fd222e701e6cca,,hip,,,,,root,,,,,,,,,,,
ビッグテイル　茶,Big Tail: Brown,16133,6a05cac0436ab4903802ac861acb6788,352d5d4dd4c902f7579688cf47efcfc5,,hip,,,,,root,,,,,,,,,,,
ヴィヴィアンパニッシャー,Vivienne Punisher,16140,947fdb578868a5be5d2101c5140fb868,b95cfbdd8db27210257d7043f342d046,,spine2,,,,,root,,,,,,,,,,,
ヴィヴィアンパニッシャーＢ,Vivienne Punisher B,16141,73e89e6536594eb6739541ea0e535f98,9aa5ec72df8aa9fb1c81229630ea24d6,,spine2,,,,,root,,,,,,,,,,,
プレートピアス,Plate Earring,16150,ede567e6b270cdd43bd3f4e97c41fcb2,6452d8ba16acd4572a82a6ccb667f9db,,head2,,,,,root,pos_l,,,,,,,,,,
プレートピアスＢ,Plate Earring B,16151,23e81e2fa597cb1ed76f0aad4fbc09f4,d4174cb584fab6ea31094a41b67a5d3d,,head2,,,,,root,pos_l,,,,,,,,,,
プレートピアスＣ,Plate Earrings C,16152,447c281cdfcdd562b5dc147ab1957a65,33037c8926e73e8473aef083ad74870f,,head2,,,,,root,pos_l,,,,,,,,,,
佐倉双葉メガネ,Futaba Sakura Glasses,16160,789bdace5a66ee8c3770b951818a90f4,79b6f3650f9bf5adb76ca638b41893e1,,head2,eyesroot,,,,root,ac_eyesroot,,,,,,,,,,
佐倉双葉ヘッドホン,Futaba Sakura Headphones,16170,7e43bd58f1c85fa6dc21f4ff8a62b9d9,ec52b6b57c97e6ec7c411747f4581644,,head,,,,,root,,,,,,,,,,,
ソリッドマスク,Solid Mask,16180,206b8ee3fdf50981211e483924f8888b,8926032ab871f46c57890522937210ba,,head,,,,,root,,,,,,,,,,,
ソリッドマスクＢ,Solid Mask B,16181,6739dd2bedfb8590432a9c571cfdfe87,84939f403b1506ac20746e5ef22c4840,,head,,,,,root,,,,,,,,,,,
ソリッドカッター,Solid Cutter,16190,2c10735deb758e1f04b1a10e1537a7c5,ab6284dd30887d938d61dea7ebd72650,,l_forearm,,,,,root,,,,,,,,,,,
ソリッドカッターＢ,Solid Cutter B,16191,48351d3f3e8d6fe1ad2005d869e78303,9d8a98485442f329bbc8b9d8fd24a1d4,,l_forearm,,,,,root,,,,,,,,,,,
タウリアキャップ,Taulia Cap,16200,c161870a53bf9937a40ef07e2846b6c6,7f1d5064538820e9ac2cbc7f64f214b3,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
[Unnamed 16201],,16201,cc4b4c94a935994bc19fb8abb0f1f95b,,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ライズヘッドギア,Varza Rise Headgear,16210,0fa778c821e3e82536e216ce5857a9a6,679e8de75bc1543b93df5fc386784fc3,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ライズヘッドギアＢ,Varza Rise Headgear B,16211,379cc24ffae0c7f36937a73317d6e2b7,268b94d9cc096eb7c0f9a87b85559fe6,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ハトゥールキャップ,Hatour Hat,16220,b8414b909b70bd65e33562689bbfe286,f0868014a510a07804244e11ad520746,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ハトゥールキャップＢ,Hatour Hat B,16221,146bcd57c89848178b74b5d051d569da,4e0688f1cfca0d06d738a83f54bef08a,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ハトゥールキャップＣ,Hatour Hat C,16222,d0baab2f20fe3939ad9396f7c948893d,8cbe67bd3840716e4eb8bb5e6e261b12,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ハトゥールサイドユニット,Hatour Side Units,16230,94ed6c273229ffaa5d2fb24ac5ac1fd4,3a48095f57208f1f381dd7937ee5e47f,,r_thigh,l_thigh,,,,root,pos_l,,,,,,,,,,
ハトゥールサイドユニットＢ,Hatour Side Units B,16231,d5daff6428435faa6a4fd607c198daa4,e88fdf0f2e8848e4b1baef46b34904d3,,r_thigh,l_thigh,,,,root,pos_l,,,,,,,,,,
ハトゥールサイドユニットＣ,Hatour Side Units C,16232,21afed9602c597b31b16f7a2711f7adb,d3ce8c56acc25d42e892bf55a62b1b57,,r_thigh,l_thigh,,,,root,pos_l,,,,,,,,,,
ショコラリボン,Chocolat Ribbon,16240,e90d7cbb2143d49690f54012d1d690df,72792ed1200f1a0cf2abfa434b76ae13,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ショコラリボンＢ,Chocolat Ribbon B,16241,82f356a148b588b4610b7881c69799f2,e709354894184a2312c50ce0f192fab6,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ツインテールエクステ　短,Pigtail Extensions: Tiny,16250,006ce804fbf791822b4f3f08a917be42,4321e58c7c1500bb33c0876c7d7d466d,,head,head,,,,root,pos_l,,,,,,,,,,
スノーガーターリング　白,Snow Garter: White,16260,610112b3dbd9dbda26807508ef509094,090bf6a3502ec456cb1ccd9f3491d8f8,,r_thigh,,,,,root,,,,,,,,,,,
スノーガーターリング　黒,Snow Garter: Black,16261,1df8cd39c70ec3759f87940711d52f30,5541e3ae7383fc87f7f945e4321c970e,,r_thigh,,,,,root,,,,,,,,,,,
スノーヘアピン,Snow Hairpin,16270,10f3984f6eb2bb9c02a72fac8eecafab,2790c37b655b742f8c1537056b973d34,,head,,,,,root,,,,,,,,,,,
ブレストスカル,Skull Chestpiece,16280,26c0883471c4c526436fc32d5bd5ff35,b24d5503eacc0903092c4c2584ad77eb,,spine2,,,,,root,,,,,,,,,,,
ブレストスカルＢ,Skull Chestpiece B,16281,b512473c45f44b86538ea574f60e5793,865491991bfb9c3c18df227ca60969e9,,spine2,,,,,root,,,,,,,,,,,
ヒールトラックベルト,Heel Treads,16290,9f86d26824f19ec2463dc88987200831,926eb882d1884ffdc26f2b022723af5a,,r_calf,l_calf,,,,root,pos_l,,,,,,,,,,
エッジウィング,Edge Wings,16300,a94140fd389ef52b2b3edcd0b51a15f7,3ebaf504dc42d05eab2014305b5bb958,,spine2,spine2,,,,root,pos_l,,,,,,,,,,
タイガーリボン　黄,Tiger Ribbon: Yellow,16310,de8df26501132472da53a623fc5acdeb,7c0e8d6fecf42d8be0ba64e2d4fb3075,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
タイガーリボン　白,Tiger Ribbon: White,16311,23a8c1c2a926a2bcdd261f2b924e7e4d,0b84168c7abf2781965869321309dcdc,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
タイガーマフラー　黄,Tiger Scarf: Yellow,16320,d7740f6254ae28de07b075637c1b3da2,c742a44928dd9e2b788e0cf53e97129f,,spine2,,,,,root,,,,,,,,,,,
タイガーマフラー　白,Tiger Scarf: White,16321,868e3ed94e3411c88531212add687655,ea1d12ef83c98795f32507fc13297efe,,spine2,,,,,root,,,,,,,,,,,
タイガースカート　黄,Tiger Skirt: Yellow,16330,b0be071935bf3af026dbde328671c75f,16cf45f7be690e48ef79c1271fcc45cb,,hip,,,,,root,,,,,,,,,,,
タイガースカート　白,Tiger Skirt: White,16331,a27d08e6683aadbfe0a487510afdeeaa,49c10c5903d51ee5eeaf61b9f01846eb,,hip,,,,,root,,,,,,,,,,,
頭乗せ雪像ラッピー,Snow Rappy Head-Mount,16340,ab36c3996209b0aa8ec3f237db468e54,1af7c542d6ff43e85864fa9fbee6160a,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
肩乗せ雪像リリーパ,Snow Lillipan Shoulder-Mount,16350,3b42edd91f6c00b0da37513e8e8f693c,4e5dba4f94790d8ef4d61972741d38e8,,spine2,,,,,root,,,,,,,,,,,
ロング獣耳,Long Beast Ears,16360,a8be71d922a4d70ebba98780692fa950,89c3c52c04f4e3ddea0a62d899fe2244,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
ふりふりしっぽ,Wagging Tail,16370,9259dc2973e55d75ae0cd15ea27db3cd,ddc57fe01001e72435638c2a2c7f78cb,,hip,,,,,root,,,,,,,,,,,
ふりふりしっぽ　茶,Wagging Tail: Brown,16371,b2c5a230bd645ee3027b35b7e7e63c66,8ed4e67cb1cc1fdd0742466568a84f7b,,hip,,,,,root,,,,,,,,,,,
ふりふりしっぽ　黒,Wagging Tail: Black,16372,a682661519e6aa5564f71f09f69d936e,684396552c8e0ef13fb1a0f430db76ff,,hip,,,,,root,,,,,,,,,,,
フープピアス,Round Earrings,16380,d3112b0b1893449cf59ee1b0610f7c2e,8ecbedf6f2b020a6ac138603818dc770,,head2,head2,,,,root,pos_l,,,,,,,,,,
フープピアスＢ,Round Earrings B,16381,fb097a1387582b91974c38271e4f845f,728a09da570120a11d3980fe9627b2e7,,head2,head2,,,,root,pos_l,,,,,,,,,,
ダイヤモンドダスト,Diamond Dust,16390,32a98835d1eb0209b4c9f7a2fe4ff00a,cd3a98a639bbab6fe2077833559fe793,,body_root,,,,,root,,,,,,,,,,,
コルトゥリボン,Cortu Ribbon,16400,e78619c9ee737d2a0fad3d30f99b1501,437260edd663c1402402946d374f98f1,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ヴィエルヘッドギア,Viel Headgear,16410,6603c932cb6468c5c8ea04cf7bdfa66b,99ef6417298ce90549f8b49e72c45fec,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
【双子・女】髪飾り,[Gemini -- Female] Hairpin,16420,e1756c1e1b45ff6393d7244c6680c648,4c61a781be10c215270512a8c51b5cc0,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
【双子・男】髪飾り,[Gemini -- Male] Hairpin,16421,d000ba1b5145d1f734ec18e145bb7ca4,06611edb3273ea4cd08bf9234e777ce5,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
レシオヘッドギア,Ratio Headgear,16430,75ae32e5c5101ead74ca58ea6bef3d0e,80e547f62b9dff267e4502018cb404d9,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
レシオヘッドギアＢ,Ratio Headgear B,16431,1586912b7cada2b8a2ea5b5fc231bf74,6b28b57af035ba7a4336a10baf8319a1,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
勇鳳スカーフ,Phoenix Scarf,16440,16c99b5dd11eb0b3ec02c12cbc0f7ffc,dacd52bbdad0b8647ff06bee4597f4dc,,spine2,,,,,root,,,,,,,,,,,
勇鳳スカーフＢ,Phoenix Scarf B,16441,dc2ab31ed3d7552087c50e4207f2b8f8,473109b004bcdd776f8791b395532795,,spine2,,,,,root,,,,,,,,,,,
佳凰帯飾り,Phoenix Waist Ribbon,16450,65eb58a9c9158d7e4da8bc7b1d5a8ef6,8b5f56424b72c9895313df6171a1f508,,spine1_efce,,,,,root,,,,,,,,,,,
佳凰帯飾りＢ,Phoenix Waist Ribbon B,16451,5c0c9f558a7060c18955396d249c15cf,7935d2eddf4e92c7d85b6bb5a33b0a57,,spine1_efce,,,,,root,,,,,,,,,,,
エフェクタヘッドギア,Effector Headgear,16460,0f257cf7f3eb77cdb437fe2500c6eeb0,ce518b5f05953a70352a4146feb21c61,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
エフェクタヘッドギアＢ,Effector Headgear B,16461,6095b6e0fbd8be22c447f4a29145a617,85b0232b053b37dd741613bcd060a349,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
エフェクタネクタイ　青,Effector Tie: Blue,16470,5694c7be98fc39346144ca4edab6ce8a,b8d486f9be7edaaaea097e5a16e17e78,,spine2,,,,,root,,,,,,,,,,,
エフェクタネクタイ　赤,Effector Tie: Red,16471,40385eefb9ffe6aef56e80f4d0714325,d14cea066a2cc99f730f0b91735680c7,,spine2,,,,,root,,,,,,,,,,,
エフェクタネクタイ　黒,Effector Tie: Black,16472,cd2c3f7d07d5a3aae4bb61c60d931992,3a9659002ad519de9d36bc6271c69e67,,spine2,,,,,root,,,,,,,,,,,
エフェクタネクタイ　白,Effector Tie: White,16473,81154beb23eaeefc76cd657dd7918ece,d0f3b5eb1fd2689ccdb2c567095fc388,,spine2,,,,,root,,,,,,,,,,,
エフェクタネクタイ,Effector Tie,16474,62f5b3639261a51373808e1611c47dca,47ef0e3de58d7c830259fd68cc541000,,spine2,,,,,root,,,,,,,,,,,
エフェクタアーム,Effector Wristguards,16480,eb1b5e25c20b2510d68a7ae7f22da8a6,b78bad9228e2b5e99b82f70b25621a57,,r_forearm,l_forearm,,,,root,acl_forearm,,,,,,,,,,
エフェクタアームＢ,Effector Wristguards B,16481,afaddf6a83d725674e4abf57fb15f71a,30c59349c0a2fa33d22a432ddebcd0a6,,r_forearm,l_forearm,,,,root,acl_forearm,,,,,,,,,,
ラックレイズハット,Big Break Hat,16490,26a936df671f9854fda07eb3b96bcdce,59ed047b3c361534666bf1ab2d36abd6,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
大きなユリ　白,Jumbo Lily: White,16500,5dcd1dd26a42eaf4d1874b1d184052cf,e90b4ecb993749a9717fc6f929c931ec,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
大きなユリ　桃,Jumbo Lily: Pink,16501,f64e27cf3b4919dc9c1f073b5d88ff91,335d9f2593aebb91e96437e0d49a356e,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
大きなユリ　黄,Jumbo Lily: Yellow,16502,d63ce331e8732ff577aea394a3fef135,2cefb040dc66a7309351499e05c314d4,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
弁髪エクステ,Queue Extension,16510,2b50d4c6e79e8cb4d0d82a0f87521040,1d10e798a152a078927d00c34947ca6c,,head,,,,,root,,,,,,,,,,,
バファローマスク,Buffalo Mask,16520,fce454f051bc779605ad65c5dc9fa168,669133c871e090aabb7dec332905b8e3,,head,,,,,root,,,,,,,,,,,
三連星ピアス,Tri-star Earrings,16530,03ae3fa8ccab9caa71e936051edba3e0,c720fb1b4e2da875b78ed41a728993da,,head2,head2,,,,root,pos_l,,,,,,,,,,
三連星ピアスＢ,Tri-star Earrings B,16531,40a5dc300cce097747d2337e986814d0,7bb6d684d5ff016e90d09fb2fb026e1a,,head2,head2,,,,root,pos_l,,,,,,,,,,
ぬいぐるみハット,Stuffed Hat,16540,49fec92b7ca4724d3b64f3e548cb8ad7,bc37a26810f3ff1ae5a3f20ae527b7a0,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ぬいぐるみハット　茶,Stuffed Hat: Brown,16541,50a13f15049e4f713b1d8bb692382418,0ffbae378a1b7b1f6675c14a0e83ef4a,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ぬいぐるみハット　黒,Stuffed Hat: Black,16542,095d81c164da4b99914fdbf7019543bb,295e3a077ae5082e6212b2e449054754,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ぬいぐるみハット　白,Stuffed Hat: White,16543,12d5d08a5c5cca6c71874dca5435902a,035b390db28a20a443398edf767c5d94,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ネコヘアピン　黒,Kitty Hairpin: Black,16550,ce2476569e5360617e30c69cd4333687,a73c22132827496db6f9d94752924fbc,,head,,,,,root,,,,,,,,,,,
ネコヘアピン　白,Kitty Hairpin: White,16551,c5aaba7453cae43c5aad36367fc0b6d0,8a7e0daba4b7114a59dd2ee4810be955,,head,,,,,root,,,,,,,,,,,
ロングノーズマスク,Beaked Mask,16560,34f3818eb8865f1420602d88d947bfb5,a2d2e458c88df351e6f0a76ae9658939,,head,,,,,root,,,,,,,,,,,
ロングノーズマスク　黒,Beaked Mask: Black,16561,0a7c1a7c53eaef9335d6a3d1505fa372,058a3218c164bb5a59132e74e0f7364b,,head,,,,,root,,,,,,,,,,,
ロングノーズマスク　金,Beaked Mask: Gold,16562,391d139ffc080b8b3f5bff8ffd24d705,36192ece91b665aea79e2f6233b58d2f,,head,,,,,root,,,,,,,,,,,
チェック柄リュック　水,Checkered Backpack: Water,16570,40207c8eb0add40da1ff768ca3f0edf8,a256fd012f313b8d714b88cc66465bb7,,spine2,,,,,root,,,,,,,,,,,
チェック柄リュック　茶,Checkered Backpack: Brown,16571,ce68723cae0b4cf0f65f731934788d4a,b5a84b2023a9e1a12a1a287591274e21,,spine2,,,,,root,,,,,,,,,,,
チェック柄リュック　白,Beaked Mask: White,16572,14b4edbe88e38db9fe698b198181016e,e667f08650066dced71447471b093fd7,,spine2,,,,,root,,,,,,,,,,,
迷彩柄マスク　緑,Camo Mask: Green,16580,82e18a209f052c6ce0966d2619f7ec62,359da5c17432ff927a8d7acbed4bce8a,,head,,,,,root,,,,,,,,,,,
迷彩柄マスク　青,Camo Mask: Blue,16581,1fa1f3802208ea730ae837431253487a,118507e8ccf1301388e9830631d9253e,,head,,,,,root,,,,,,,,,,,
迷彩柄マスク　白,Camo Mask: White,16582,0ae424c34593a76b639a3e5ca96454fd,3f77f70f1f9911527bf315eaa5efa88f,,head,,,,,root,,,,,,,,,,,
